event_event_ticker,event_series_ticker,event_sub_title,event_title,event_collateral_return_type,event_mutually_exclusive,event_category,event_strike_date,market_ticker,market_market_type,market_title,market_subtitle,market_yes_sub_title,market_no_sub_title,market_open_time,market_close_time,market_expected_expiration_time,market_expiration_time,market_latest_expiration_time,market_settlement_timer_seconds,market_status,market_response_price_units,market_notional_value,market_tick_size,market_yes_bid,market_yes_ask,market_no_bid,market_no_ask,market_last_price,market_previous_yes_bid,market_previous_yes_ask,market_previous_price,market_volume,market_volume_24h,market_liquidity,market_open_interest,market_result,market_settlement_value,market_can_close_early,market_expiration_value,market_category,market_risk_limit_cents,market_strike_type,market_cap_strike,market_rules_primary,market_rules_secondary
"KXHIGHAUS-24NOV11","KXHIGHAUS","On Nov 11, 2024","Highest temperature in Austin on Nov 11, 2024?","MECNET",true,"Climate and Weather","2024-11-12T05:59:00Z","KXHIGHAUS-24NOV11-T77","binary","","76° or below","76° or below","76° or below","2024-11-10T15:00:00Z","2024-11-12T05:59:00Z","2024-11-12T15:00:00Z","2024-11-18T15:00:00Z","2024-11-18T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,263,0,0,263,"no",0,true,"","",0,"less",77,"If the highest temperature recorded in Austin Bergstrom for November 11, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 77°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 11, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 11, 2024, or one week after November 11, 2024."
"KXHIGHAUS-24NOV11","KXHIGHAUS","On Nov 11, 2024","Highest temperature in Austin on Nov 11, 2024?","MECNET",true,"Climate and Weather","2024-11-12T05:59:00Z","KXHIGHAUS-24NOV11-B77.5","binary","","77° to 78°","77° to 78°","77° to 78°","2024-11-10T15:00:00Z","2024-11-12T05:59:00Z","2024-11-12T15:00:00Z","2024-11-18T15:00:00Z","2024-11-18T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,321,0,0,321,"no",0,true,"","",0,"between",78,"If the highest temperature recorded in Austin Bergstrom for November 11, 2024 as reported by the National Weather Service's Daily Climate Report, is between 77-78°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 11, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 11, 2024, or one week after November 11, 2024."
"KXHIGHAUS-24NOV11","KXHIGHAUS","On Nov 11, 2024","Highest temperature in Austin on Nov 11, 2024?","MECNET",true,"Climate and Weather","2024-11-12T05:59:00Z","KXHIGHAUS-24NOV11-B79.5","binary","","79° to 80°","79° to 80°","79° to 80°","2024-11-10T15:00:00Z","2024-11-12T05:59:00Z","2024-11-12T15:00:00Z","2024-11-18T15:00:00Z","2024-11-18T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,1175,0,0,744,"no",0,true,"","",0,"between",80,"If the highest temperature recorded in Austin Bergstrom for November 11, 2024 as reported by the National Weather Service's Daily Climate Report, is between 79-80°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 11, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 11, 2024, or one week after November 11, 2024."
"KXHIGHAUS-24NOV11","KXHIGHAUS","On Nov 11, 2024","Highest temperature in Austin on Nov 11, 2024?","MECNET",true,"Climate and Weather","2024-11-12T05:59:00Z","KXHIGHAUS-24NOV11-B81.5","binary","","81° to 82°","81° to 82°","81° to 82°","2024-11-10T15:00:00Z","2024-11-12T05:59:00Z","2024-11-12T15:00:00Z","2024-11-18T15:00:00Z","2024-11-18T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,52788,0,-324,36746,"no",0,true,"","",0,"between",82,"If the highest temperature recorded in Austin Bergstrom for November 11, 2024 as reported by the National Weather Service's Daily Climate Report, is between 81-82°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 11, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 11, 2024, or one week after November 11, 2024."
"KXHIGHAUS-24NOV11","KXHIGHAUS","On Nov 11, 2024","Highest temperature in Austin on Nov 11, 2024?","MECNET",true,"Climate and Weather","2024-11-12T05:59:00Z","KXHIGHAUS-24NOV11-B83.5","binary","","83° to 84°","83° to 84°","83° to 84°","2024-11-10T15:00:00Z","2024-11-12T05:59:00Z","2024-11-12T15:00:00Z","2024-11-18T15:00:00Z","2024-11-18T15:00:00Z",3600,"finalized","usd_cent",100,1,1,2,98,99,2,0,0,0,317823,0,23792,167307,"no",0,true,"","",0,"between",84,"If the highest temperature recorded in Austin Bergstrom for November 11, 2024 as reported by the National Weather Service's Daily Climate Report, is between 83-84°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 11, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 11, 2024, or one week after November 11, 2024."
"KXHIGHAUS-24NOV11","KXHIGHAUS","On Nov 11, 2024","Highest temperature in Austin on Nov 11, 2024?","MECNET",true,"Climate and Weather","2024-11-12T05:59:00Z","KXHIGHAUS-24NOV11-T84","binary","","85° or above","85° or above","85° or above","2024-11-10T15:00:00Z","2024-11-12T05:59:00Z","2024-11-12T15:00:00Z","2024-11-18T15:00:00Z","2024-11-18T15:00:00Z",3600,"finalized","usd_cent",100,1,99,100,0,1,99,0,0,0,247936,0,-10690,107540,"yes",100,true,"85.00","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 11, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 84°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 11, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 11, 2024, or one week after November 11, 2024."
"KXHIGHAUS-24NOV12","KXHIGHAUS","On Nov 12, 2024","Highest temperature in Austin on Nov 12, 2024?","MECNET",true,"Climate and Weather","2024-11-13T05:59:00Z","KXHIGHAUS-24NOV12-T80","binary","","79° or below","79° or below","79° or below","2024-11-11T15:00:00Z","2024-11-13T05:59:00Z","2024-11-13T15:00:00Z","2024-11-19T15:00:00Z","2024-11-19T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,2228,0,0,2228,"no",0,true,"","",0,"less",80,"If the highest temperature recorded in Austin Bergstrom for November 12, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 80°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 12, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 12, 2024, or one week after November 12, 2024."
"KXHIGHAUS-24NOV12","KXHIGHAUS","On Nov 12, 2024","Highest temperature in Austin on Nov 12, 2024?","MECNET",true,"Climate and Weather","2024-11-13T05:59:00Z","KXHIGHAUS-24NOV12-B80.5","binary","","80° to 81°","80° to 81°","80° to 81°","2024-11-11T15:00:00Z","2024-11-13T05:59:00Z","2024-11-13T15:00:00Z","2024-11-19T15:00:00Z","2024-11-19T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,11087,0,-1750,7623,"no",0,true,"","",0,"between",81,"If the highest temperature recorded in Austin Bergstrom for November 12, 2024 as reported by the National Weather Service's Daily Climate Report, is between 80-81°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 12, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 12, 2024, or one week after November 12, 2024."
"KXHIGHAUS-24NOV12","KXHIGHAUS","On Nov 12, 2024","Highest temperature in Austin on Nov 12, 2024?","MECNET",true,"Climate and Weather","2024-11-13T05:59:00Z","KXHIGHAUS-24NOV12-B82.5","binary","","82° to 83°","82° to 83°","82° to 83°","2024-11-11T15:00:00Z","2024-11-13T05:59:00Z","2024-11-13T15:00:00Z","2024-11-19T15:00:00Z","2024-11-19T15:00:00Z",3600,"finalized","usd_cent",100,1,99,100,0,1,99,0,0,0,79703,0,-2933,35865,"yes",100,true,"83.00","",0,"between",83,"If the highest temperature recorded in Austin Bergstrom for November 12, 2024 as reported by the National Weather Service's Daily Climate Report, is between 82-83°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 12, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 12, 2024, or one week after November 12, 2024."
"KXHIGHAUS-24NOV12","KXHIGHAUS","On Nov 12, 2024","Highest temperature in Austin on Nov 12, 2024?","MECNET",true,"Climate and Weather","2024-11-13T05:59:00Z","KXHIGHAUS-24NOV12-B84.5","binary","","84° to 85°","84° to 85°","84° to 85°","2024-11-11T15:00:00Z","2024-11-13T05:59:00Z","2024-11-13T15:00:00Z","2024-11-19T15:00:00Z","2024-11-19T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,92219,0,-1725,42120,"no",0,true,"","",0,"between",85,"If the highest temperature recorded in Austin Bergstrom for November 12, 2024 as reported by the National Weather Service's Daily Climate Report, is between 84-85°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 12, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 12, 2024, or one week after November 12, 2024."
"KXHIGHAUS-24NOV12","KXHIGHAUS","On Nov 12, 2024","Highest temperature in Austin on Nov 12, 2024?","MECNET",true,"Climate and Weather","2024-11-13T05:59:00Z","KXHIGHAUS-24NOV12-B86.5","binary","","86° to 87°","86° to 87°","86° to 87°","2024-11-11T15:00:00Z","2024-11-13T05:59:00Z","2024-11-13T15:00:00Z","2024-11-19T15:00:00Z","2024-11-19T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,33165,0,2418,22209,"no",0,true,"","",0,"between",87,"If the highest temperature recorded in Austin Bergstrom for November 12, 2024 as reported by the National Weather Service's Daily Climate Report, is between 86-87°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 12, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 12, 2024, or one week after November 12, 2024."
"KXHIGHAUS-24NOV12","KXHIGHAUS","On Nov 12, 2024","Highest temperature in Austin on Nov 12, 2024?","MECNET",true,"Climate and Weather","2024-11-13T05:59:00Z","KXHIGHAUS-24NOV12-T87","binary","","88° or above","88° or above","88° or above","2024-11-11T15:00:00Z","2024-11-13T05:59:00Z","2024-11-13T15:00:00Z","2024-11-19T15:00:00Z","2024-11-19T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,2,0,0,0,4888,0,1012,4429,"no",0,true,"","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 12, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 87°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 12, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 12, 2024, or one week after November 12, 2024."
"KXHIGHAUS-24NOV13","KXHIGHAUS","On Nov 13, 2024","Highest temperature in Austin on Nov 13, 2024?","MECNET",true,"Climate and Weather","2024-11-14T05:59:00Z","KXHIGHAUS-24NOV13-T81","binary","","80° or below","80° or below","80° or below","2024-11-12T15:00:00Z","2024-11-14T05:59:00Z","2024-11-14T15:00:00Z","2024-11-20T15:00:00Z","2024-11-20T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,3113,0,0,1786,"no",0,true,"","",0,"less",81,"If the highest temperature recorded in Austin Bergstrom for November 13, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 81°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 13, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 13, 2024, or one week after November 13, 2024."
"KXHIGHAUS-24NOV13","KXHIGHAUS","On Nov 13, 2024","Highest temperature in Austin on Nov 13, 2024?","MECNET",true,"Climate and Weather","2024-11-14T05:59:00Z","KXHIGHAUS-24NOV13-B81.5","binary","","81° to 82°","81° to 82°","81° to 82°","2024-11-12T15:00:00Z","2024-11-14T05:59:00Z","2024-11-14T15:00:00Z","2024-11-20T15:00:00Z","2024-11-20T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,9529,0,0,9323,"no",0,true,"","",0,"between",82,"If the highest temperature recorded in Austin Bergstrom for November 13, 2024 as reported by the National Weather Service's Daily Climate Report, is between 81-82°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 13, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 13, 2024, or one week after November 13, 2024."
"KXHIGHAUS-24NOV13","KXHIGHAUS","On Nov 13, 2024","Highest temperature in Austin on Nov 13, 2024?","MECNET",true,"Climate and Weather","2024-11-14T05:59:00Z","KXHIGHAUS-24NOV13-B83.5","binary","","83° to 84°","83° to 84°","83° to 84°","2024-11-12T15:00:00Z","2024-11-14T05:59:00Z","2024-11-14T15:00:00Z","2024-11-20T15:00:00Z","2024-11-20T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,26193,0,-2020,14147,"no",0,true,"","",0,"between",84,"If the highest temperature recorded in Austin Bergstrom for November 13, 2024 as reported by the National Weather Service's Daily Climate Report, is between 83-84°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 13, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 13, 2024, or one week after November 13, 2024."
"KXHIGHAUS-24NOV13","KXHIGHAUS","On Nov 13, 2024","Highest temperature in Austin on Nov 13, 2024?","MECNET",true,"Climate and Weather","2024-11-14T05:59:00Z","KXHIGHAUS-24NOV13-B85.5","binary","","85° to 86°","85° to 86°","85° to 86°","2024-11-12T15:00:00Z","2024-11-14T05:59:00Z","2024-11-14T15:00:00Z","2024-11-20T15:00:00Z","2024-11-20T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,67552,0,-5100,46824,"no",0,true,"","",0,"between",86,"If the highest temperature recorded in Austin Bergstrom for November 13, 2024 as reported by the National Weather Service's Daily Climate Report, is between 85-86°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 13, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 13, 2024, or one week after November 13, 2024."
"KXHIGHAUS-24NOV13","KXHIGHAUS","On Nov 13, 2024","Highest temperature in Austin on Nov 13, 2024?","MECNET",true,"Climate and Weather","2024-11-14T05:59:00Z","KXHIGHAUS-24NOV13-B87.5","binary","","87° to 88°","87° to 88°","87° to 88°","2024-11-12T15:00:00Z","2024-11-14T05:59:00Z","2024-11-14T15:00:00Z","2024-11-20T15:00:00Z","2024-11-20T15:00:00Z",3600,"finalized","usd_cent",100,1,99,100,0,1,99,0,0,0,52283,0,3400,18457,"yes",100,true,"88.00","",0,"between",88,"If the highest temperature recorded in Austin Bergstrom for November 13, 2024 as reported by the National Weather Service's Daily Climate Report, is between 87-88°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 13, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 13, 2024, or one week after November 13, 2024."
"KXHIGHAUS-24NOV13","KXHIGHAUS","On Nov 13, 2024","Highest temperature in Austin on Nov 13, 2024?","MECNET",true,"Climate and Weather","2024-11-14T05:59:00Z","KXHIGHAUS-24NOV13-T88","binary","","89° or above","89° or above","89° or above","2024-11-12T15:00:00Z","2024-11-14T05:59:00Z","2024-11-14T15:00:00Z","2024-11-20T15:00:00Z","2024-11-20T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,31652,0,0,12208,"no",0,true,"","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 13, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 88°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 13, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 13, 2024, or one week after November 13, 2024."
"KXHIGHAUS-24NOV14","KXHIGHAUS","On Nov 14, 2024","Highest temperature in Austin on Nov 14, 2024?","MECNET",true,"Climate and Weather","2024-11-15T05:59:00Z","KXHIGHAUS-24NOV14-T72","binary","","71° or below","71° or below","71° or below","2024-11-13T15:00:00Z","2024-11-15T05:59:00Z","2024-11-15T15:00:00Z","2024-11-21T15:00:00Z","2024-11-21T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,120,0,0,120,"no",0,true,"","",0,"less",72,"If the highest temperature recorded in Austin Bergstrom for November 14, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 72°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 14, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 14, 2024, or one week after November 14, 2024."
"KXHIGHAUS-24NOV14","KXHIGHAUS","On Nov 14, 2024","Highest temperature in Austin on Nov 14, 2024?","MECNET",true,"Climate and Weather","2024-11-15T05:59:00Z","KXHIGHAUS-24NOV14-B72.5","binary","","72° to 73°","72° to 73°","72° to 73°","2024-11-13T15:00:00Z","2024-11-15T05:59:00Z","2024-11-15T15:00:00Z","2024-11-21T15:00:00Z","2024-11-21T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,2467,0,0,2191,"no",0,true,"","",0,"between",73,"If the highest temperature recorded in Austin Bergstrom for November 14, 2024 as reported by the National Weather Service's Daily Climate Report, is between 72-73°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 14, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 14, 2024, or one week after November 14, 2024."
"KXHIGHAUS-24NOV14","KXHIGHAUS","On Nov 14, 2024","Highest temperature in Austin on Nov 14, 2024?","MECNET",true,"Climate and Weather","2024-11-15T05:59:00Z","KXHIGHAUS-24NOV14-B74.5","binary","","74° to 75°","74° to 75°","74° to 75°","2024-11-13T15:00:00Z","2024-11-15T05:59:00Z","2024-11-15T15:00:00Z","2024-11-21T15:00:00Z","2024-11-21T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,35327,0,0,23071,"no",0,true,"","",0,"between",75,"If the highest temperature recorded in Austin Bergstrom for November 14, 2024 as reported by the National Weather Service's Daily Climate Report, is between 74-75°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 14, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 14, 2024, or one week after November 14, 2024."
"KXHIGHAUS-24NOV14","KXHIGHAUS","On Nov 14, 2024","Highest temperature in Austin on Nov 14, 2024?","MECNET",true,"Climate and Weather","2024-11-15T05:59:00Z","KXHIGHAUS-24NOV14-B76.5","binary","","76° to 77°","76° to 77°","76° to 77°","2024-11-13T15:00:00Z","2024-11-15T05:59:00Z","2024-11-15T15:00:00Z","2024-11-21T15:00:00Z","2024-11-21T15:00:00Z",3600,"finalized","usd_cent",100,1,99,100,0,1,99,0,0,0,59970,0,3174,30376,"yes",100,true,"77.00","",0,"between",77,"If the highest temperature recorded in Austin Bergstrom for November 14, 2024 as reported by the National Weather Service's Daily Climate Report, is between 76-77°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 14, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 14, 2024, or one week after November 14, 2024."
"KXHIGHAUS-24NOV14","KXHIGHAUS","On Nov 14, 2024","Highest temperature in Austin on Nov 14, 2024?","MECNET",true,"Climate and Weather","2024-11-15T05:59:00Z","KXHIGHAUS-24NOV14-B78.5","binary","","78° to 79°","78° to 79°","78° to 79°","2024-11-13T15:00:00Z","2024-11-15T05:59:00Z","2024-11-15T15:00:00Z","2024-11-21T15:00:00Z","2024-11-21T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,33091,0,-3645,20286,"no",0,true,"","",0,"between",79,"If the highest temperature recorded in Austin Bergstrom for November 14, 2024 as reported by the National Weather Service's Daily Climate Report, is between 78-79°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 14, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 14, 2024, or one week after November 14, 2024."
"KXHIGHAUS-24NOV14","KXHIGHAUS","On Nov 14, 2024","Highest temperature in Austin on Nov 14, 2024?","MECNET",true,"Climate and Weather","2024-11-15T05:59:00Z","KXHIGHAUS-24NOV14-T79","binary","","80° or above","80° or above","80° or above","2024-11-13T15:00:00Z","2024-11-15T05:59:00Z","2024-11-15T15:00:00Z","2024-11-21T15:00:00Z","2024-11-21T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,21493,0,-396,14020,"no",0,true,"","",0,"greater",,"If the highest temperature recorded in Austin Bergstrom for November 14, 2024 as reported by the National Weather Service's Daily Climate Report, is greater than 79°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 14, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 14, 2024, or one week after November 14, 2024."
"KXHIGHAUS-24NOV15","KXHIGHAUS","On Nov 15, 2024","Highest temperature in Austin on Nov 15, 2024?","MECNET",true,"Climate and Weather","2024-11-16T05:59:00Z","KXHIGHAUS-24NOV15-T73","binary","","72° or below","72° or below","72° or below","2024-11-14T15:00:00Z","2024-11-16T05:59:00Z","2024-11-16T15:00:00Z","2024-11-22T15:00:00Z","2024-11-22T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,7641,0,0,7382,"no",0,true,"","",0,"less",73,"If the highest temperature recorded in Austin Bergstrom for November 15, 2024 as reported by the National Weather Service's Daily Climate Report, is less than 73°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 15, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 15, 2024, or one week after November 15, 2024."
"KXHIGHAUS-24NOV15","KXHIGHAUS","On Nov 15, 2024","Highest temperature in Austin on Nov 15, 2024?","MECNET",true,"Climate and Weather","2024-11-16T05:59:00Z","KXHIGHAUS-24NOV15-B73.5","binary","","73° to 74°","73° to 74°","73° to 74°","2024-11-14T15:00:00Z","2024-11-16T05:59:00Z","2024-11-16T15:00:00Z","2024-11-22T15:00:00Z","2024-11-22T15:00:00Z",3600,"finalized","usd_cent",100,1,0,1,99,100,1,0,0,0,18468,0,-1624,17717,"no",0,true,"","",0,"between",74,"If the highest temperature recorded in Austin Bergstrom for November 15, 2024 as reported by the National Weather Service's Daily Climate Report, is between 73-74°, then the market resolves to Yes.","Please be advised to check to see what temperatures have occurred previously in the day. While the market resolves based on the finalized report from the NWS, traders should use other data sources--including other preliminary NWS reporting--to inform their trades.
 
The Last Trading Time will be 11:59 PM ET on November 15, 2024 regardless of any data releases or events occurring. Expiration will occur on the sooner of the first 7:00 or 8:00
AM ET following the release of the data for November 15, 2024, or one week after November 15, 2024."
